supported_index,query_id,query_id_s,fragannotator_true_rank,fragannotator_top1_correct,fragannotator_top10_correct,fragannotator_reciprocal_rank,sirius_formula_only_true_rank,sirius_formula_only_top1_correct,sirius_formula_only_top10_correct,sirius_formula_only_reciprocal_rank,cfmid_native_true_rank,cfmid_native_top1_correct,cfmid_native_top10_correct,cfmid_native_reciprocal_rank,cfmid_ms2deepscore_hybrid_true_rank,cfmid_ms2deepscore_hybrid_top1_correct,cfmid_ms2deepscore_hybrid_top10_correct,cfmid_ms2deepscore_hybrid_reciprocal_rank,iceberg_true_rank,iceberg_top1_correct,iceberg_top10_correct,iceberg_reciprocal_rank,massformer_true_rank,massformer_top1_correct,massformer_top10_correct,massformer_reciprocal_rank
127,177,177,20.0,False,False,0.05,1.0,True,True,1.0,13.0,False,False,0.0769230769230769,20.0,False,False,0.05,14.0,False,False,0.0714285714285714,151.0,False,False,0.0066225165562913
128,178,178,853.0,False,False,0.0011723329425556,108.0,False,False,0.0092592592592592,48.0,False,False,0.0208333333333333,259.0,False,False,0.0038610038610038,154.0,False,False,0.0064935064935064,769.0,False,False,0.0013003901170351
129,179,179,1.0,True,True,1.0,1.0,True,True,1.0,462.0,False,False,0.0021645021645021,1688.0,False,False,0.0005924170616113,17.0,False,False,0.0588235294117647,6746.0,False,False,0.0001482359916987
130,180,180,1.0,True,True,1.0,1.0,True,True,1.0,1474.0,False,False,0.0006784260515603,299.0,False,False,0.0033444816053511,33.0,False,False,0.0303030303030303,175.0,False,False,0.0057142857142857
131,181,181,1.0,True,True,1.0,1.0,True,True,1.0,375.0,False,False,0.0026666666666666,4407.0,False,False,0.0002269117313365,114.0,False,False,0.0087719298245614,1396.0,False,False,0.0007163323782234
132,185,185,1.0,True,True,1.0,1.0,True,True,1.0,3459.0,False,False,0.0002891008962127,2755.0,False,False,0.0003629764065335,3801.0,False,False,0.0002630886608787,793.0,False,False,0.0012610340479192
133,186,186,1.0,True,True,1.0,1.0,True,True,1.0,10.0,False,True,0.1,46.0,False,False,0.0217391304347826,8.0,False,True,0.125,3266.0,False,False,0.0003061849357011
134,187,187,1.0,True,True,1.0,1.0,True,True,1.0,556.0,False,False,0.0017985611510791,924.0,False,False,0.001082251082251,1.0,True,True,1.0,3627.0,False,False,0.0002757099531293
135,188,188,185.0,False,False,0.0054054054054054,185.0,False,False,0.0054054054054054,45.0,False,False,0.0222222222222222,349.0,False,False,0.0028653295128939,5787.0,False,False,0.000172801105927,5351.0,False,False,0.0001868809568304
136,189,189,826.0,False,False,0.0012106537530266,826.0,False,False,0.0012106537530266,1.0,True,True,1.0,28.0,False,False,0.0357142857142857,73.0,False,False,0.0136986301369863,3761.0,False,False,0.000265886732252
137,190,190,1.0,True,True,1.0,1.0,True,True,1.0,2042.0,False,False,0.0004897159647404,3490.0,False,False,0.0002865329512893,120.0,False,False,0.0083333333333333,3006.0,False,False,0.0003326679973386
138,191,191,1.0,True,True,1.0,1.0,True,True,1.0,646.0,False,False,0.001547987616099,790.0,False,False,0.0012658227848101,937.0,False,False,0.0010672358591248,1206.0,False,False,0.0008291873963515
139,192,192,153.0,False,False,0.0065359477124183,153.0,False,False,0.0065359477124183,17.0,False,False,0.0588235294117647,112.0,False,False,0.0089285714285714,123.0,False,False,0.008130081300813,81.0,False,False,0.0123456790123456
140,193,193,889.0,False,False,0.0011248593925759,889.0,False,False,0.0011248593925759,45.0,False,False,0.0222222222222222,488.0,False,False,0.0020491803278688,2.0,False,True,0.5,43.0,False,False,0.0232558139534883
141,194,194,2318.0,False,False,0.0004314063848144,2318.0,False,False,0.0004314063848144,13.0,False,False,0.0769230769230769,85.0,False,False,0.0117647058823529,4.0,False,True,0.25,16.0,False,False,0.0625
142,195,195,252.0,False,False,0.0039682539682539,1274.0,False,False,0.0007849293563579,1.0,True,True,1.0,218.0,False,False,0.0045871559633027,13.0,False,False,0.0769230769230769,1220.0,False,False,0.0008196721311475
143,196,196,875.0,False,False,0.0011428571428571,875.0,False,False,0.0011428571428571,218.0,False,False,0.0045871559633027,4184.0,False,False,0.0002390057361376,4.0,False,True,0.25,2746.0,False,False,0.0003641660597232
144,199,199,948.0,False,False,0.0010548523206751,948.0,False,False,0.0010548523206751,3.0,False,True,0.3333333333333333,3798.0,False,False,0.0002632964718272,18.0,False,False,0.0555555555555555,2191.0,False,False,0.0004564125969876
145,200,200,392.0,False,False,0.0025510204081632,510.0,False,False,0.0019607843137254,266.0,False,False,0.0037593984962406,21.0,False,False,0.0476190476190476,34.0,False,False,0.0294117647058823,167.0,False,False,0.0059880239520958
146,201,201,3517.0,False,False,0.0002843332385555,3517.0,False,False,0.0002843332385555,33.0,False,False,0.0303030303030303,598.0,False,False,0.0016722408026755,354.0,False,False,0.0028248587570621,306.0,False,False,0.0032679738562091
147,205,205,4318.0,False,False,0.0002315886984715,4318.0,False,False,0.0002315886984715,1.0,True,True,1.0,42.0,False,False,0.0238095238095238,33.0,False,False,0.0303030303030303,2400.0,False,False,0.0004166666666666
148,206,206,984.0,False,False,0.0010162601626016,1641.0,False,False,0.0006093845216331,112.0,False,False,0.0089285714285714,1055.0,False,False,0.0009478672985781,502.0,False,False,0.0019920318725099,890.0,False,False,0.0011235955056179
149,207,207,2474.0,False,False,0.0004042037186742,2474.0,False,False,0.0004042037186742,134.0,False,False,0.0074626865671641,1031.0,False,False,0.0009699321047526,409.0,False,False,0.0024449877750611,1223.0,False,False,0.0008176614881439
150,208,208,1.0,True,True,1.0,1.0,True,True,1.0,3.0,False,True,0.3333333333333333,104.0,False,False,0.0096153846153846,355.0,False,False,0.0028169014084507,3676.0,False,False,0.000272034820457
151,209,209,1.0,True,True,1.0,1.0,True,True,1.0,322.0,False,False,0.0031055900621118,534.0,False,False,0.0018726591760299,127.0,False,False,0.0078740157480314,6090.0,False,False,0.0001642036124794
152,210,210,6395.0,False,False,0.0001563721657544,6395.0,False,False,0.0001563721657544,17.0,False,False,0.0588235294117647,756.0,False,False,0.0013227513227513,4.0,False,True,0.25,859.0,False,False,0.0011641443538998
153,211,211,9396.0,False,False,0.0001064282673478,9396.0,False,False,0.0001064282673478,52.0,False,False,0.0192307692307692,271.0,False,False,0.003690036900369,1267.0,False,False,0.0007892659826361,510.0,False,False,0.0019607843137254
154,212,212,9547.0,False,False,0.0001047449460563,9547.0,False,False,0.0001047449460563,1541.0,False,False,0.0006489292667099,4761.0,False,False,0.0002100399075824,5656.0,False,False,0.0001768033946251,180.0,False,False,0.0055555555555555
155,213,213,1131.0,False,False,0.0008841732979664,1131.0,False,False,0.0008841732979664,3425.0,False,False,0.0002919708029197,140.0,False,False,0.0071428571428571,2609.0,False,False,0.000383288616328,2862.0,False,False,0.0003494060097833
156,214,214,599.0,False,False,0.001669449081803,599.0,False,False,0.001669449081803,15.0,False,False,0.0666666666666666,27.0,False,False,0.037037037037037,9.0,False,True,0.1111111111111111,64.0,False,False,0.015625
157,215,215,2008.0,False,False,0.0004980079681274,2008.0,False,False,0.0004980079681274,405.0,False,False,0.0024691358024691,383.0,False,False,0.0026109660574412,280.0,False,False,0.0035714285714285,77.0,False,False,0.0129870129870129
158,216,216,1820.0,False,False,0.0005494505494505,1820.0,False,False,0.0005494505494505,2054.0,False,False,0.0004868549172346,584.0,False,False,0.0017123287671232,701.0,False,False,0.0014265335235378,1274.0,False,False,0.0007849293563579
159,218,218,3342.0,False,False,0.0002992220227408,3342.0,False,False,0.0002992220227408,649.0,False,False,0.0015408320493066,498.0,False,False,0.002008032128514,242.0,False,False,0.0041322314049586,1186.0,False,False,0.0008431703204047
160,219,219,1884.0,False,False,0.0005307855626326,1884.0,False,False,0.0005307855626326,7.0,False,True,0.1428571428571428,503.0,False,False,0.0019880715705765,8.0,False,True,0.125,1388.0,False,False,0.0007204610951008
161,220,220,1.0,True,True,1.0,1.0,True,True,1.0,564.0,False,False,0.00177304964539,1854.0,False,False,0.000539374325782,81.0,False,False,0.0123456790123456,149.0,False,False,0.0067114093959731
162,221,221,1270.0,False,False,0.0007874015748031,1270.0,False,False,0.0007874015748031,381.0,False,False,0.0026246719160104,76.0,False,False,0.0131578947368421,192.0,False,False,0.0052083333333333,82.0,False,False,0.0121951219512195
163,222,222,616.0,False,False,0.0016233766233766,616.0,False,False,0.0016233766233766,233.0,False,False,0.0042918454935622,64.0,False,False,0.015625,27.0,False,False,0.037037037037037,1158.0,False,False,0.0008635578583765
164,223,223,1773.0,False,False,0.0005640157924421,1773.0,False,False,0.0005640157924421,18.0,False,False,0.0555555555555555,1526.0,False,False,0.0006553079947575,6.0,False,True,0.1666666666666666,18.0,False,False,0.0555555555555555
165,224,224,249.0,False,False,0.0040160642570281,249.0,False,False,0.0040160642570281,28.0,False,False,0.0357142857142857,279.0,False,False,0.003584229390681,5.0,False,True,0.2,522.0,False,False,0.0019157088122605
166,225,225,552.0,False,False,0.0018115942028985,552.0,False,False,0.0018115942028985,715.0,False,False,0.0013986013986013,1171.0,False,False,0.0008539709649871,49.0,False,False,0.0204081632653061,706.0,False,False,0.0014164305949008
167,226,226,6251.0,False,False,0.0001599744040953,6251.0,False,False,0.0001599744040953,878.0,False,False,0.0011389521640091,2501.0,False,False,0.0003998400639744,336.0,False,False,0.0029761904761904,2576.0,False,False,0.0003881987577639
168,227,227,734.0,False,False,0.0013623978201634,734.0,False,False,0.0013623978201634,566.0,False,False,0.0017667844522968,756.0,False,False,0.0013227513227513,622.0,False,False,0.0016077170418006,134.0,False,False,0.0074626865671641
169,228,228,1.0,True,True,1.0,1.0,True,True,1.0,525.0,False,False,0.0019047619047619,543.0,False,False,0.001841620626151,4.0,False,True,0.25,2579.0,False,False,0.0003877471888328
