variant,query_id,true_rank,top1_correct,top5_correct,top10_correct,reciprocal_rank,candidate_count
sirius_formula_only_component,206,404.0,False,False,False,0.0024752475247524753,2001
sirius_formula_only_component,207,893.0,False,False,False,0.0011198208286674132,2000
sirius_formula_only_component,208,1.0,True,True,True,1.0,2001
sirius_formula_only_component,209,1.0,True,True,True,1.0,2001
sirius_formula_only_component,21,47.0,False,False,False,0.02127659574468085,2001
sirius_formula_only_component,210,1942.0,False,False,False,0.0005149330587023687,2001
sirius_formula_only_component,211,1938.0,False,False,False,0.0005159958720330237,2001
sirius_formula_only_component,212,1984.0,False,False,False,0.0005040322580645161,2001
sirius_formula_only_component,213,361.0,False,False,False,0.002770083102493075,2001
sirius_formula_only_component,214,599.0,False,False,False,0.001669449081803005,1846
sirius_formula_only_component,215,542.0,False,False,False,0.0018450184501845018,2001
sirius_formula_only_component,216,598.0,False,False,False,0.0016722408026755853,2001
sirius_formula_only_component,217,205.0,False,False,False,0.004878048780487805,2001
sirius_formula_only_component,218,925.0,False,False,False,0.001081081081081081,2001
sirius_formula_only_component,219,1135.0,False,False,False,0.000881057268722467,2001
sirius_formula_only_component,22,1588.0,False,False,False,0.0006297229219143577,2001
sirius_formula_only_component,220,1.0,True,True,True,1.0,2001
sirius_formula_only_component,221,387.0,False,False,False,0.002583979328165375,2001
sirius_formula_only_component,222,349.0,False,False,False,0.0028653295128939827,2001
sirius_formula_only_component,223,473.0,False,False,False,0.0021141649048625794,2001
sirius_formula_only_component,224,201.0,False,False,False,0.004975124378109453,2001
sirius_formula_only_component,225,214.0,False,False,False,0.004672897196261682,2000
sirius_formula_only_component,226,1256.0,False,False,False,0.0007961783439490446,2001
sirius_formula_only_component,227,734.0,False,False,False,0.0013623978201634877,1329
sirius_formula_only_component,228,1.0,True,True,True,1.0,2001
sirius_formula_only_component,23,1916.0,False,False,False,0.0005219206680584551,2001
sirius_formula_only_component,24,318.0,False,False,False,0.0031446540880503146,1996
sirius_formula_only_component,25,1.0,True,True,True,1.0,2001
sirius_formula_only_component,26,1.0,True,True,True,1.0,2001
sirius_formula_only_component,27,1.0,True,True,True,1.0,2001
sirius_formula_only_component,28,1.0,True,True,True,1.0,2001
sirius_formula_only_component,29,1.0,True,True,True,1.0,2001
sirius_formula_only_component,3,672.0,False,False,False,0.001488095238095238,2001
sirius_formula_only_component,30,1.0,True,True,True,1.0,2001
sirius_formula_only_component,31,1.0,True,True,True,1.0,2001
sirius_formula_only_component,32,1.0,True,True,True,1.0,2001
sirius_formula_only_component,33,204.0,False,False,False,0.004901960784313725,2001
sirius_formula_only_component,34,1.0,True,True,True,1.0,457
sirius_formula_only_component,35,1.0,True,True,True,1.0,233
sirius_formula_only_component,36,96.0,False,False,False,0.010416666666666666,2001
sirius_formula_only_component,37,1.0,True,True,True,1.0,2001
sirius_formula_only_component,38,1.0,True,True,True,1.0,2001
sirius_formula_only_component,39,1.0,True,True,True,1.0,859
sirius_formula_only_component,4,27.0,False,False,False,0.037037037037037035,2001
sirius_formula_only_component,40,557.0,False,False,False,0.0017953321364452424,2001
sirius_formula_only_component,41,410.0,False,False,False,0.0024390243902439024,2001
sirius_formula_only_component,42,1.0,True,True,True,1.0,2001
sirius_formula_only_component,43,1.0,True,True,True,1.0,2001
sirius_formula_only_component,44,1.0,True,True,True,1.0,1508
sirius_formula_only_component,45,1.0,True,True,True,1.0,2001
sirius_formula_only_component,46,1.0,True,True,True,1.0,959
sirius_formula_only_component,47,478.0,False,False,False,0.0020920502092050207,1798
